family,function_class,theta,phi,rho,theta_label,phi_label,rho_label,beta,gamma,delta,R,J_ang_direct,J_ang_formula,formula_abs_error,vacuum_hit,sign_flip_hit,singular_sheet_hit
lifted_chart_linear,L,0.0,0.0,4.71238898038469,0,0,3pi/2,0.0,0.0,2.356194490192345,2.356194490192345,0.011145330200657156,0.011145330200657158,1.734723475976807e-18,False,False,False
lifted_chart_linear,L,0.0,0.0,6.283185307179586,0,0,2pi,0.0,0.0,3.141592653589793,3.141592653589793,1.8804732749361216e-34,1.8804732749361242e-34,2.565854121688508e-49,False,True,True
lifted_chart_linear,L,0.0,0.7853981633974483,-6.283185307179586,0,pi/4,-2pi,0.0,0.3534291735288517,-3.141592653589793,3.161410536736829,4.862292538543925e-06,4.862292538543925e-06,0.0,False,False,False
lifted_chart_linear,L,0.0,0.7853981633974483,-4.71238898038469,0,pi/4,-3pi/2,0.0,0.3534291735288517,-2.356194490192345,2.382554229459227,0.010325698137717955,0.010325698137717956,1.734723475976807e-18,False,False,False
lifted_chart_linear,L,0.0,0.7853981633974483,-3.141592653589793,0,pi/4,-pi,0.0,0.3534291735288517,-1.5707963267948966,1.610066234964769,0.04766370674856499,0.04766370674856499,0.0,False,False,False
lifted_chart_linear,L,0.0,0.7853981633974483,-1.5707963267948966,0,pi/4,-pi/2,0.0,0.3534291735288517,-0.7853981633974483,0.8612563240809161,0.09602329576635589,0.0960232957663559,1.3877787807814457e-17,False,False,False
lifted_chart_linear,L,0.0,0.7853981633974483,-0.7853981633974483,0,pi/4,-pi/4,0.0,0.3534291735288517,-0.39269908169872414,0.5283225808805718,0.11265617424104393,0.11265617424104395,1.3877787807814457e-17,False,False,False
lifted_chart_linear,L,0.0,0.7853981633974483,0.0,0,pi/4,0,0.0,0.3534291735288517,0.0,0.3534291735288517,0.11868242788867843,0.11868242788867844,1.3877787807814457e-17,False,False,False
lifted_chart_linear,L,0.0,0.7853981633974483,0.7853981633974483,0,pi/4,pi/4,0.0,0.3534291735288517,0.39269908169872414,0.5283225808805718,0.11265617424104393,0.11265617424104395,1.3877787807814457e-17,False,False,False
lifted_chart_linear,L,0.0,0.7853981633974483,1.5707963267948966,0,pi/4,pi/2,0.0,0.3534291735288517,0.7853981633974483,0.8612563240809161,0.09602329576635589,0.0960232957663559,1.3877787807814457e-17,False,False,False
lifted_chart_linear,L,0.0,0.7853981633974483,3.141592653589793,0,pi/4,pi,0.0,0.3534291735288517,1.5707963267948966,1.610066234964769,0.04766370674856499,0.04766370674856499,0.0,False,False,False
lifted_chart_linear,L,0.0,0.7853981633974483,4.71238898038469,0,pi/4,3pi/2,0.0,0.3534291735288517,2.356194490192345,2.382554229459227,0.010325698137717955,0.010325698137717956,1.734723475976807e-18,False,False,False
lifted_chart_linear,L,0.0,0.7853981633974483,6.283185307179586,0,pi/4,2pi,0.0,0.3534291735288517,3.141592653589793,3.161410536736829,4.862292538543925e-06,4.862292538543925e-06,0.0,False,False,False
lifted_chart_linear,L,0.0,1.5707963267948966,-6.283185307179586,0,pi/2,-2pi,0.0,0.7068583470577035,-3.141592653589793,3.220132469929538,7.34656504739407e-05,7.346565047394062e-05,8.131516293641283e-20,False,False,False
lifted_chart_linear,L,0.0,1.5707963267948966,-4.71238898038469,0,pi/2,-3pi/2,0.0,0.7068583470577035,-2.356194490192345,2.4599392672214315,0.008118668014030645,0.008118668014030645,0.0,False,False,False
lifted_chart_linear,L,0.0,1.5707963267948966,-3.141592653589793,0,pi/2,-pi,0.0,0.7068583470577035,-1.5707963267948966,1.7225126481618322,0.040755409378533926,0.04075540937853392,6.938893903907228e-18,False,False,False
lifted_chart_linear,L,0.0,1.5707963267948966,-1.5707963267948966,0,pi/2,-pi/2,0.0,0.7068583470577035,-0.7853981633974483,1.0566451617611436,0.08403001149357446,0.08403001149357446,0.0,False,False,False
lifted_chart_linear,L,0.0,1.5707963267948966,-0.7853981633974483,0,pi/2,-pi/4,0.0,0.7068583470577035,-0.39269908169872414,0.8086169003750602,0.09902296856758071,0.09902296856758071,0.0,False,False,False
lifted_chart_linear,L,0.0,1.5707963267948966,0.0,0,pi/2,0,0.0,0.7068583470577035,0.0,0.7068583470577035,0.10446462703356249,0.10446462703356252,2.7755575615628914e-17,False,False,False
lifted_chart_linear,L,0.0,1.5707963267948966,0.7853981633974483,0,pi/2,pi/4,0.0,0.7068583470577035,0.39269908169872414,0.8086169003750602,0.09902296856758071,0.09902296856758071,0.0,False,False,False
lifted_chart_linear,L,0.0,1.5707963267948966,1.5707963267948966,0,pi/2,pi/2,0.0,0.7068583470577035,0.7853981633974483,1.0566451617611436,0.08403001149357446,0.08403001149357446,0.0,False,False,False
lifted_chart_linear,L,0.0,1.5707963267948966,3.141592653589793,0,pi/2,pi,0.0,0.7068583470577035,1.5707963267948966,1.7225126481618322,0.040755409378533926,0.04075540937853392,6.938893903907228e-18,False,False,False
lifted_chart_linear,L,0.0,1.5707963267948966,4.71238898038469,0,pi/2,3pi/2,0.0,0.7068583470577035,2.356194490192345,2.4599392672214315,0.008118668014030645,0.008118668014030645,0.0,False,False,False
lifted_chart_linear,L,0.0,1.5707963267948966,6.283185307179586,0,pi/2,2pi,0.0,0.7068583470577035,3.141592653589793,3.220132469929538,7.34656504739407e-05,7.346565047394062e-05,8.131516293641283e-20,False,False,False
lifted_chart_linear,L,0.0,3.141592653589793,-6.283185307179586,0,pi,-2pi,0.0,1.413716694115407,-3.141592653589793,3.4450252963236645,0.0009309259430004544,0.0009309259430004549,5.421010862427522e-19,False,False,False
lifted_chart_linear,L,0.0,3.141592653589793,-4.71238898038469,0,pi,-3pi/2,0.0,1.413716694115407,-2.356194490192345,2.747771345442222,0.0024133087265663746,0.0024133087265663755,8.673617379884035e-19,False,False,False
lifted_chart_linear,L,0.0,3.141592653589793,-3.141592653589793,0,pi,-pi,0.0,1.413716694115407,-1.5707963267948966,2.1132903235222873,0.020323771126440487,0.020323771126440494,6.938893903907228e-18,False,False,False
lifted_chart_linear,L,0.0,3.141592653589793,-1.5707963267948966,0,pi,-pi/2,0.0,1.413716694115407,-0.7853981633974483,1.6172338007501204,0.047213122275985196,0.0472131222759852,6.938893903907228e-18,False,False,False
lifted_chart_linear,L,0.0,3.141592653589793,-0.7853981633974483,0,pi,-pi/4,0.0,1.413716694115407,-0.39269908169872414,1.4672448534541247,0.05686889266042763,0.056868892660427606,2.7755575615628914e-17,False,False,False
lifted_chart_linear,L,0.0,3.141592653589793,0.0,0,pi,0,0.0,1.413716694115407,0.0,1.413716694115407,0.06040324753959258,0.060403247539592544,3.469446951953614e-17,False,False,False
lifted_chart_linear,L,0.0,3.141592653589793,0.7853981633974483,0,pi,pi/4,0.0,1.413716694115407,0.39269908169872414,1.4672448534541247,0.05686889266042763,0.056868892660427606,2.7755575615628914e-17,False,False,False
lifted_chart_linear,L,0.0,3.141592653589793,1.5707963267948966,0,pi,pi/2,0.0,1.413716694115407,0.7853981633974483,1.6172338007501204,0.047213122275985196,0.0472131222759852,6.938893903907228e-18,False,False,False
lifted_chart_linear,L,0.0,3.141592653589793,3.141592653589793,0,pi,pi,0.0,1.413716694115407,1.5707963267948966,2.1132903235222873,0.020323771126440487,0.020323771126440494,6.938893903907228e-18,False,False,False
lifted_chart_linear,L,0.0,3.141592653589793,4.71238898038469,0,pi,3pi/2,0.0,1.413716694115407,2.356194490192345,2.747771345442222,0.0024133087265663746,0.0024133087265663755,8.673617379884035e-19,False,False,False
lifted_chart_linear,L,0.0,3.141592653589793,6.283185307179586,0,pi,2pi,0.0,1.413716694115407,3.141592653589793,3.4450252963236645,0.0009309259430004544,0.0009309259430004549,5.421010862427522e-19,False,False,False
lifted_chart_linear,L,0.0,4.71238898038469,-6.283185307179586,0,3pi/2,-2pi,0.0,2.1205750411731104,-3.141592653589793,3.790309077942813,0.0031441680451389634,0.003144168045138964,4.336808689942018e-19,False,False,False
lifted_chart_linear,L,0.0,4.71238898038469,-4.71238898038469,0,3pi/2,-3pi/2,0.0,2.1205750411731104,-2.356194490192345,3.1699354852834314,9.890415599692263e-06,9.89041559969226e-06,3.3881317890172014e-21,False,False,False
lifted_chart_linear,L,0.0,4.71238898038469,-3.141592653589793,0,3pi/2,-pi,0.0,2.1205750411731104,-1.5707963267948966,2.638984578492015,0.004123326333664925,0.0041233263336649265,1.734723475976807e-18,False,False,False
lifted_chart_linear,L,0.0,4.71238898038469,-1.5707963267948966,0,3pi/2,-pi/2,0.0,2.1205750411731104,-0.7853981633974483,2.2613466740671195,0.01438142853434972,0.014381428534349719,1.734723475976807e-18,False,False,False
lifted_chart_linear,L,0.0,4.71238898038469,-0.7853981633974483,0,3pi/2,-pi/4,0.0,2.1205750411731104,-0.39269908169872414,2.156629563465492,0.01847338574249211,0.018473385742492108,3.469446951953614e-18,False,False,False
lifted_chart_linear,L,0.0,4.71238898038469,0.0,0,3pi/2,0,0.0,2.1205750411731104,0.0,2.1205750411731104,0.02000642497310588,0.020006424973105882,3.469446951953614e-18,False,False,False
lifted_chart_linear,L,0.0,4.71238898038469,0.7853981633974483,0,3pi/2,pi/4,0.0,2.1205750411731104,0.39269908169872414,2.156629563465492,0.01847338574249211,0.018473385742492108,3.469446951953614e-18,False,False,False
lifted_chart_linear,L,0.0,4.71238898038469,1.5707963267948966,0,3pi/2,pi/2,0.0,2.1205750411731104,0.7853981633974483,2.2613466740671195,0.01438142853434972,0.014381428534349719,1.734723475976807e-18,False,False,False
lifted_chart_linear,L,0.0,4.71238898038469,3.141592653589793,0,3pi/2,pi,0.0,2.1205750411731104,1.5707963267948966,2.638984578492015,0.004123326333664925,0.0041233263336649265,1.734723475976807e-18,False,False,False
lifted_chart_linear,L,0.0,4.71238898038469,4.71238898038469,0,3pi/2,3pi/2,0.0,2.1205750411731104,2.356194490192345,3.1699354852834314,9.890415599692263e-06,9.89041559969226e-06,3.3881317890172014e-21,False,False,False
lifted_chart_linear,L,0.0,4.71238898038469,6.283185307179586,0,3pi/2,2pi,0.0,2.1205750411731104,3.141592653589793,3.790309077942813,0.0031441680451389634,0.003144168045138964,4.336808689942018e-19,False,False,False
lifted_chart_linear,L,0.0,6.283185307179586,-6.283185307179586,0,2pi,-2pi,0.0,2.827433388230814,-3.141592653589793,4.226580647044575,0.005417064225527913,0.005417064225527911,2.6020852139652106e-18,False,False,False
lifted_chart_linear,L,0.0,6.283185307179586,-4.71238898038469,0,2pi,-3pi/2,0.0,2.827433388230814,-2.356194490192345,3.680493450679561,0.002405993019132319,0.0024059930191323194,4.336808689942018e-19,False,False,False
lifted_chart_linear,L,0.0,6.283185307179586,-3.141592653589793,0,2pi,-pi,0.0,2.827433388230814,-1.5707963267948966,3.2344676015002407,0.00010173905468393783,0.00010173905468393796,1.2197274440461925e-19,False,False,False
lifted_chart_linear,L,0.0,6.283185307179586,-1.5707963267948966,0,2pi,-pi/2,0.0,2.827433388230814,-0.7853981633974483,2.9344897069082494,0.0006076233876518677,0.0006076233876518678,1.0842021724855044e-19,False,False,False
lifted_chart_linear,L,0.0,6.283185307179586,-0.7853981633974483,0,2pi,-pi/4,0.0,2.827433388230814,-0.39269908169872414,2.8545738970377696,0.0012170952615092846,0.0012170952615092848,2.168404344971009e-19,False,False,False
lifted_chart_linear,L,0.0,6.283185307179586,0.0,0,2pi,0,0.0,2.827433388230814,0.0,2.827433388230814,0.001478172680836927,0.0014781726808369275,4.336808689942018e-19,False,False,False
lifted_chart_linear,L,0.0,6.283185307179586,0.7853981633974483,0,2pi,pi/4,0.0,2.827433388230814,0.39269908169872414,2.8545738970377696,0.0012170952615092846,0.0012170952615092848,2.168404344971009e-19,False,False,False
lifted_chart_linear,L,0.0,6.283185307179586,1.5707963267948966,0,2pi,pi/2,0.0,2.827433388230814,0.7853981633974483,2.9344897069082494,0.0006076233876518677,0.0006076233876518678,1.0842021724855044e-19,False,False,False
lifted_chart_linear,L,0.0,6.283185307179586,3.141592653589793,0,2pi,pi,0.0,2.827433388230814,1.5707963267948966,3.2344676015002407,0.00010173905468393783,0.00010173905468393796,1.2197274440461925e-19,False,False,False
lifted_chart_linear,L,0.0,6.283185307179586,4.71238898038469,0,2pi,3pi/2,0.0,2.827433388230814,2.356194490192345,3.680493450679561,0.002405993019132319,0.0024059930191323194,4.336808689942018e-19,False,False,False
lifted_chart_linear,L,0.0,6.283185307179586,6.283185307179586,0,2pi,2pi,0.0,2.827433388230814,3.141592653589793,4.226580647044575,0.005417064225527913,0.005417064225527911,2.6020852139652106e-18,False,False,False
lifted_chart_linear,L,0.7853981633974483,-6.283185307179586,-6.283185307179586,pi/4,-2pi,-2pi,0.4319689898685966,-2.827433388230814,-3.141592653589793,4.248597553802882,0.005483799084847207,0.005483799084847205,1.734723475976807e-18,False,False,False
lifted_chart_linear,L,0.7853981633974483,-6.283185307179586,-4.71238898038469,pi/4,-2pi,-3pi/2,0.4319689898685966,-2.827433388230814,-2.356194490192345,3.7057562316891866,0.0025764802604783163,0.002576480260478319,2.6020852139652106e-18,False,False,False
lifted_chart_linear,L,0.7853981633974483,-6.283185307179586,-3.141592653589793,pi/4,-2pi,-pi,0.4319689898685966,-2.827433388230814,-1.5707963267948966,3.26318523430142,0.00017097575774855766,0.0001709757577485578,1.3552527156068805e-19,False,False,False
lifted_chart_linear,L,0.7853981633974483,-6.283185307179586,-1.5707963267948966,pi/4,-2pi,-pi/2,0.4319689898685966,-2.827433388230814,-0.7853981633974483,2.966113121268061,0.00042870681413923785,0.00042870681413923747,3.7947076036992655e-19,False,False,False
lifted_chart_linear,L,0.7853981633974483,-6.283185307179586,-0.7853981633974483,pi/4,-2pi,-pi/4,0.4319689898685966,-2.827433388230814,-0.39269908169872414,2.887072798156897,0.0009411846220600096,0.0009411846220600096,0.0,False,False,False
lifted_chart_linear,L,0.7853981633974483,-6.283185307179586,0.0,pi/4,-2pi,0,0.4319689898685966,-2.827433388230814,0.0,2.860240684468787,0.0011661385355567523,0.0011661385355567512,1.0842021724855044e-18,False,False,False
lifted_chart_linear,L,0.7853981633974483,-6.283185307179586,0.7853981633974483,pi/4,-2pi,pi/4,0.4319689898685966,-2.827433388230814,0.39269908169872414,2.887072798156897,0.0009411846220600096,0.0009411846220600096,0.0,False,False,False
lifted_chart_linear,L,0.7853981633974483,-6.283185307179586,1.5707963267948966,pi/4,-2pi,pi/2,0.4319689898685966,-2.827433388230814,0.7853981633974483,2.966113121268061,0.00042870681413923785,0.00042870681413923747,3.7947076036992655e-19,False,False,False
lifted_chart_linear,L,0.7853981633974483,-6.283185307179586,3.141592653589793,pi/4,-2pi,pi,0.4319689898685966,-2.827433388230814,1.5707963267948966,3.26318523430142,0.00017097575774855766,0.0001709757577485578,1.3552527156068805e-19,False,False,False
lifted_chart_linear,L,0.7853981633974483,-6.283185307179586,4.71238898038469,pi/4,-2pi,3pi/2,0.4319689898685966,-2.827433388230814,2.356194490192345,3.7057562316891866,0.0025764802604783163,0.002576480260478319,2.6020852139652106e-18,False,False,False
lifted_chart_linear,L,0.7853981633974483,-6.283185307179586,6.283185307179586,pi/4,-2pi,2pi,0.4319689898685966,-2.827433388230814,3.141592653589793,4.248597553802882,0.005483799084847207,0.005483799084847205,1.734723475976807e-18,False,False,False
lifted_chart_linear,L,0.7853981633974483,-4.71238898038469,-6.283185307179586,pi/4,-3pi/2,-2pi,0.4319689898685966,-2.1205750411731104,-3.141592653589793,3.814844703856737,0.0033060437244976037,0.0033060437244976045,8.673617379884035e-19,False,False,False
lifted_chart_linear,L,0.7853981633974483,-4.71238898038469,-4.71238898038469,pi/4,-3pi/2,-3pi/2,0.4319689898685966,-2.1205750411731104,-2.356194490192345,3.1992324374867165,4.0125207787729934e-05,4.012520778772984e-05,9.486769009248164e-20,False,False,False
lifted_chart_linear,L,0.7853981633974483,-4.71238898038469,-3.141592653589793,pi/4,-3pi/2,-pi,0.4319689898685966,-2.1205750411731104,-1.5707963267948966,2.674104862141119,0.003514451516486764,0.0035144515164867653,1.3010426069826053e-18,False,False,False
lifted_chart_linear,L,0.7853981633974483,-4.71238898038469,-1.5707963267948966,pi/4,-3pi/2,-pi/2,0.4319689898685966,-2.1205750411731104,-0.7853981633974483,2.3022349985443533,0.012931289598140737,0.012931289598140733,3.469446951953614e-18,False,False,False
lifted_chart_linear,L,0.7853981633974483,-4.71238898038469,-0.7853981633974483,pi/4,-3pi/2,-pi/4,0.4319689898685966,-2.1205750411731104,-0.39269908169872414,2.1994654537458542,0.016734196927752017,0.01673419692775202,3.469446951953614e-18,False,False,False
lifted_chart_linear,L,0.7853981633974483,-4.71238898038469,0.0,pi/4,-3pi/2,0,0.4319689898685966,-2.1205750411731104,0.0,2.1641246991461545,0.018162600485691672,0.018162600485691658,1.3877787807814457e-17,False,False,False
lifted_chart_linear,L,0.7853981633974483,-4.71238898038469,0.7853981633974483,pi/4,-3pi/2,pi/4,0.4319689898685966,-2.1205750411731104,0.39269908169872414,2.1994654537458542,0.016734196927752017,0.01673419692775202,3.469446951953614e-18,False,False,False
lifted_chart_linear,L,0.7853981633974483,-4.71238898038469,1.5707963267948966,pi/4,-3pi/2,pi/2,0.4319689898685966,-2.1205750411731104,0.7853981633974483,2.3022349985443533,0.012931289598140737,0.012931289598140733,3.469446951953614e-18,False,False,False
lifted_chart_linear,L,0.7853981633974483,-4.71238898038469,3.141592653589793,pi/4,-3pi/2,pi,0.4319689898685966,-2.1205750411731104,1.5707963267948966,2.674104862141119,0.003514451516486764,0.0035144515164867653,1.3010426069826053e-18,False,False,False
lifted_chart_linear,L,0.7853981633974483,-4.71238898038469,4.71238898038469,pi/4,-3pi/2,3pi/2,0.4319689898685966,-2.1205750411731104,2.356194490192345,3.1992324374867165,4.0125207787729934e-05,4.012520778772984e-05,9.486769009248164e-20,False,False,False
lifted_chart_linear,L,0.7853981633974483,-4.71238898038469,6.283185307179586,pi/4,-3pi/2,2pi,0.4319689898685966,-2.1205750411731104,3.141592653589793,3.814844703856737,0.0033060437244976037,0.0033060437244976045,8.673617379884035e-19,False,False,False
lifted_chart_linear,L,0.7853981633974483,-3.141592653589793,-6.283185307179586,pi/4,-pi,-2pi,0.4319689898685966,-1.413716694115407,-3.141592653589793,3.4720018001893442,0.0010805068591157087,0.0010805068591157082,4.336808689942018e-19,False,False,False
lifted_chart_linear,L,0.7853981633974483,-3.141592653589793,-4.71238898038469,pi/4,-pi,-3pi/2,0.4319689898685966,-1.413716694115407,-2.356194490192345,2.7815183937988714,0.0019857036531105102,0.0019857036531105094,8.673617379884035e-19,False,False,False
lifted_chart_linear,L,0.7853981633974483,-3.141592653589793,-3.141592653589793,pi/4,-pi,-pi,0.4319689898685966,-1.413716694115407,-1.5707963267948966,2.156987065260483,0.01845849986768211,0.018458499867682106,3.469446951953614e-18,False,False,False
lifted_chart_linear,L,0.7853981633974483,-3.141592653589793,-1.5707963267948966,pi/4,-pi,-pi/2,0.4319689898685966,-1.413716694115407,-0.7853981633974483,1.6739302179292825,0.04369612045273531,0.04369612045273534,2.7755575615628914e-17,False,False,False
lifted_chart_linear,L,0.7853981633974483,-3.141592653589793,-0.7853981633974483,pi/4,-pi,-pi/4,0.4319689898685966,-1.413716694115407,-0.39269908169872414,1.5295112514119378,0.05280796216294037,0.05280796216294037,0.0,False,False,False
lifted_chart_linear,L,0.7853981633974483,-3.141592653589793,0.0,pi/4,-pi,0,0.4319689898685966,-1.413716694115407,0.0,1.4782395270823638,0.056147414771339714,0.05614741477133973,1.3877787807814457e-17,False,False,False
lifted_chart_linear,L,0.7853981633974483,-3.141592653589793,0.7853981633974483,pi/4,-pi,pi/4,0.4319689898685966,-1.413716694115407,0.39269908169872414,1.5295112514119378,0.05280796216294037,0.05280796216294037,0.0,False,False,False
lifted_chart_linear,L,0.7853981633974483,-3.141592653589793,1.5707963267948966,pi/4,-pi,pi/2,0.4319689898685966,-1.413716694115407,0.7853981633974483,1.6739302179292825,0.04369612045273531,0.04369612045273534,2.7755575615628914e-17,False,False,False
lifted_chart_linear,L,0.7853981633974483,-3.141592653589793,3.141592653589793,pi/4,-pi,pi,0.4319689898685966,-1.413716694115407,1.5707963267948966,2.156987065260483,0.01845849986768211,0.018458499867682106,3.469446951953614e-18,False,False,False
lifted_chart_linear,L,0.7853981633974483,-3.141592653589793,4.71238898038469,pi/4,-pi,3pi/2,0.4319689898685966,-1.413716694115407,2.356194490192345,2.7815183937988714,0.0019857036531105102,0.0019857036531105094,8.673617379884035e-19,False,False,False
lifted_chart_linear,L,0.7853981633974483,-3.141592653589793,6.283185307179586,pi/4,-pi,2pi,0.4319689898685966,-1.413716694115407,3.141592653589793,3.4720018001893442,0.0010805068591157087,0.0010805068591157082,4.336808689942018e-19,False,False,False
lifted_chart_linear,L,0.7853981633974483,-1.5707963267948966,-6.283185307179586,pi/4,-pi/2,-2pi,0.4319689898685966,-0.7068583470577035,-3.141592653589793,3.248976813106336,0.00013466739251755277,0.00013466739251755258,1.8973538018496328e-19,False,False,False
lifted_chart_linear,L,0.7853981633974483,-1.5707963267948966,-4.71238898038469,pi/4,-pi/2,-3pi/2,0.4319689898685966,-0.7068583470577035,-2.356194490192345,2.497578508601083,0.007151600571440406,0.007151600571440406,0.0,False,False,False
lifted_chart_linear,L,0.7853981633974483,-1.5707963267948966,-3.141592653589793,pi/4,-pi/2,-pi,0.4319689898685966,-0.7068583470577035,-1.5707963267948966,1.775851072383488,0.037613324798153186,0.037613324798153186,0.0,False,False,False
lifted_chart_linear,L,0.7853981633974483,-1.5707963267948966,-1.5707963267948966,pi/4,-pi/2,-pi/2,0.4319689898685966,-0.7068583470577035,-0.7853981633974483,1.141532393794118,0.07851573404959065,0.07851573404959061,4.163336342344337e-17,False,False,False
lifted_chart_linear,L,0.7853981633974483,-1.5707963267948966,-0.7853981633974483,pi/4,-pi/2,-pi/4,0.4319689898685966,-0.7068583470577035,-0.39269908169872414,0.9167652370046901,0.09274138922990678,0.09274138922990677,1.3877787807814457e-17,False,False,False
lifted_chart_linear,L,0.7853981633974483,-1.5707963267948966,0.0,pi/4,-pi/2,0,0.4319689898685966,-0.7068583470577035,0.0,0.8283996203603937,0.09790932039671639,0.09790932039671638,1.3877787807814457e-17,False,False,False
lifted_chart_linear,L,0.7853981633974483,-1.5707963267948966,0.7853981633974483,pi/4,-pi/2,pi/4,0.4319689898685966,-0.7068583470577035,0.39269908169872414,0.9167652370046901,0.09274138922990678,0.09274138922990677,1.3877787807814457e-17,False,False,False
lifted_chart_linear,L,0.7853981633974483,-1.5707963267948966,1.5707963267948966,pi/4,-pi/2,pi/2,0.4319689898685966,-0.7068583470577035,0.7853981633974483,1.141532393794118,0.07851573404959065,0.07851573404959061,4.163336342344337e-17,False,False,False
lifted_chart_linear,L,0.7853981633974483,-1.5707963267948966,3.141592653589793,pi/4,-pi/2,pi,0.4319689898685966,-0.7068583470577035,1.5707963267948966,1.775851072383488,0.037613324798153186,0.037613324798153186,0.0,False,False,False
